"","Record.ID","Catalogue.Number","Taxon.Concept.GUID","Scientific.Name...original","Vernacular.name...original","Scientific.Name","Taxon.Rank","Vernacular.name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data.Resource.ID","Data.Resource.Name","Institution.ID","Institution","Collection.ID","Collection","Licence","Institution.Code","Collection.Code","Locality","Latitude...original","Longitude...original","Geodetic.datum...original","Latitude","Longitude","Coordinate.Precision","Coordinate.Uncertainty.in.Metres","Country...parsed","State...parsed","Local.Government.Areas","IMCRA.4.Regions","IBRA.7.Regions","Maximum.elevation.in.meters","Minimum.elevation.in.meters","Minimum.depth.in.meters","Maximum.depth.in.meters","Individual.count","Collector","Year","Month","Day","Event.Date...parsed","Verbatim.event.date","Basis.Of.Record...original","Basis.Of.Record","Occurrence.status","Sex","Preparations","Outlier.for.layer","Taxonomic.Quality","Location.Quality"
"226158","b42e52fb-e4e9-4b21-890f-a9582a1fe98a","PERTH 5915341","NZOR-4-88000","Cladonia rigida (Hook.f. & Taylor) Hampe","","Cladonia rigida","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia rigida","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Kingston Block (K15), NNE of Manjimup",-34.09018696,116.37207359,"GDA94",-34.0901869591,116.37207359,NA,100,"Australia","Western Australia","Bridgetown-Greenbushes (S)","","Jarrah Forest",NA,NA,NA,NA,"","Cranfield, R.J.",1999,5,7,"1999-05-07","7 May 1999","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"450684","3d0f3b9d-df41-4d12-b96f-85672cbc7c5b","","NZOR-4-93730","Amandinea punctata","","Amandinea punctata","species","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Physciaceae","Amandinea","Amandinea punctata","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Science, Information Technology and Innovation","","300M NORTH EAST OF PENINSULA DEVELOPMENT ROAD AND 19.5KM NORTH WEST OF HANN RIVER ROADHOUSE, CAPE YORK PENINSULA.",-15.07867689,143.73153868,"",-15.07867689,143.73153868,NA,100,"Australia","Queensland","Cook (S)","","Cape York Peninsula",NA,NA,NA,NA,"","",2013,5,31,"2013-05-31","","","","present","","","","true","true"
"272053","8f75c307-0187-47ee-a145-080ca32d7b2d","GR110569","d69d5b22-a97d-4cef-bfab-9afdfe4de251","Heterotextus peziziformis","","Heterotextus peziziformis","species","","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Heterotextus","Heterotextus peziziformis","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Pelverata Falls",-43.06666,147.133337,"EPSG:4326",-43.06666,147.133337,NA,NA,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2000,7,25,"2000-07-25","Tue Jul 25 00:00:00 EST 2000","HumanObservation","HumanObservation","present","","","","true","true"
"469624","2b6fa516-dc5f-484b-90db-17591e8dd70d","1013437","594b776c-20a7-406c-9a00-9d423f8263c5","Mycena epipterygia","","Mycena epipterygia","species","Yellowleg Bonnet","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena epipterygia","","dr710","Tasmanian Natural Values Atlas","","","","","CC-BY","","","",-42.9166652938256,147.250004786001,"EPSG:4326",-42.9166652938256,147.250004786001,NA,100,"Australia","Tasmania","Hobart (C)","","Tasmanian South East",NA,NA,NA,NA,"","David Ratkowsky (2589),G Gates (7518)",2001,5,16,"2001-05-16","","Sighting","HumanObservation","present","","","","true","true"
"47535","ecf55b3f-00c8-4288-827a-d8a55a1eff4f","9639","89d7d3c7-0b38-41a7-aaf7-2845a1ca0f03","Dermocybe splendida","","Cortinarius persplendidus","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius persplendidus","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Walpole: near Frankland River",-34.9605555555556,116.819166666667,"EPSG:4326",-34.9605555555556,116.819166666667,NA,NA,"Australia","Western Australia","Manjimup (S)","","Warren",NA,NA,NA,NA,"","Fungimap Recorder Number: 370",2000,6,NA,"2000-06-01","0/6/2000","HumanObservation","HumanObservation","present","","","","true","true"
"494486","14f6b302-f8ab-4d4e-b2a9-68665e928201","GR134211","3eb6eca3-0d06-4c5f-897f-08e2de8b6ae4","Clavulina rugosa","","Clavulina rugosa","species","Wrinkled Club","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae","Clavulina","Clavulina rugosa","","dr711","Fungimap","","","","","CC-BY 4.0 (Int)","","","Lady Binney Walk, Florentine Valley",-42.716656,146.516674,"EPSG:4326",-42.716656,146.516674,NA,NA,"Australia","Tasmania","Derwent Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","From the records of G. Gates and D. Ratkowsky",2004,4,22,"2004-04-22","Thu Apr 22 00:00:00 EST 2004","HumanObservation","HumanObservation","present","","","","true","false"
"87008","cb150f3b-b46b-4c97-b0a3-7098e287b1e0","CBG 9219162.1","NZOR-4-77583","Pyxine Fr.","","Pyxine","genus","","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Physciaceae","Pyxine","","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CBG","`Deadcock Gorge', Mitchell River National Park, 26 km NW of Bairnsdale.",-37.7,147.3667,"",-37.7,147.3667,NA,1000,"Australia","Victoria","East Gippsland (S)","","South East Corner",80,80,NA,NA,"","Streimann, H.",1992,10,30,"1992-10-30","","PreservedSpecimen","PreservedSpecimen","present","","boxed","","true","true"
"246445","b8b09ee6-3bb4-4925-b181-50aaa3e95d9d","HO 558988","5eb7c140-22d8-4240-9f8d-6f4f498fb7dc","Rhodocybe  pallidogrisea T.J.Baroni & G.M.Gates","","Rhodocybe pallidogrisea","species","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Rhodocybe","Rhodocybe pallidogrisea","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","""Bird Track"" Warra LTER site, Geeveston",-43.083333,146.65,"",-43.083333,146.65,NA,1000,"Australia","Tasmania","Huon Valley (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","Gates, G.M.",2006,4,14,"2006-04-14","14 Apr 2006","PreservedSpecimen","PreservedSpecimen","present","","packet","el887","true","true"
"182146","b4ea7c4a-fab9-414d-98be-62daa45e74dd","PERTH 7699204","urn:lsid:indexfungorum.org:names:18765","Xeromphalina sp.","","Xeromphalina","genus","","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Xeromphalina","","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","Bold Park (Camel Lake area), City Beach, Perth",-31.94833333,115.77972222,"GDA94",-31.9483333292,115.77972222,NA,100,"Australia","Western Australia","Cambridge (T)","","Swan Coastal Plain",NA,NA,NA,NA,"","Hart, R.",2005,7,26,"2005-07-26","26 Jul 2005","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"351828","114999db-0455-4791-a863-f61a40a3de00","CANB 658947.1","NZOR-4-36776","Collema subconveniens Nyl.","","Collema subconveniens","species","","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Collema","Collema subconveniens","","dr376","MEL AVH data","in5","Centre for Australian National Biodiversity Research","co12","Australian National Herbarium","CC-BY 3.0 (Au)","CANB","CANB","Alfred National Park, 19 km E of Cann River.",-37.55,149.35,"",-37.55,149.35,NA,1000,"Australia","Victoria","East Gippsland (S)","","South East Corner",350,350,NA,NA,"","Elix, J.A.",1978,11,21,"1978-11-21","","PreservedSpecimen","PreservedSpecimen","present","","vertical","","true","true"
"352298","14b60a37-309c-4ea7-b0d5-ed38dcf61938","HO 319479","NZOR-4-17988","Lempholemma  polyanthes (Bernh.) Malme","","Lempholemma","genus","","Fungi","Ascomycota","Lichinomycetes","Lichinales","Lichinaceae","Lempholemma","","","dr10574","HO AVH data","in25","Tasmanian Museum and Art Gallery","co60","Tasmanian Herbarium","CC-BY 3.0 (Au)","HO","HO","Dunnys Creek",-42.216667,146.416667,"",-42.216667,146.416667,NA,1000,"Australia","Tasmania","Central Highlands (M)","","Tasmanian Southern Ranges",NA,NA,NA,NA,"","Kantvilas, G.|James, P.W.",1984,2,5,"1984-02-05","5 Feb 1984","PreservedSpecimen","PreservedSpecimen","present","","packet","","true","true"
"70725","cba1049a-749a-4523-a7ea-4c870f75f18f","PERTH 3805670","NZOR-4-46275","Punctelia subalbicans (Stirt.) D.J. Galloway & Elix","","Punctelia subalbicans","species","","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","Punctelia subalbicans","","dr376","MEL AVH data","in33","Western Australia, Department of Biodiversity, Conservation and Attractions","co75","Western Australian Herbarium","CC-BY 3.0 (Au)","PERTH","PERTH","1 km NW of 45 Mile Out Camp, Riverina Station",-29.35,120.51666667,"GDA94",-29.3499999992,120.51666667,NA,NA,"Australia","Western Australia","Menzies (S)","","Murchison",NA,NA,NA,NA,"","Cranfield, R.J.",1988,9,9,"1988-09-09","9 Sep 1988","PreservedSpecimen","PreservedSpecimen","present","","","el887","true","true"
